geneid	chr	s1	s2
ENSG00000238005	1	235093089	235105809
ENSG00000238035	5	180733503	180755068
ENSG00000238042	1	222054323	222151865
ENSG00000238045	16	29819966	29823306
ENSG00000238058	9	138799658	138805359
ENSG00000238072	7	129049954	129050211
ENSG00000238083	17	44588877	44633016
ENSG00000238103	X	23854761	23855459
ENSG00000238105	12	100550135	100567437
ENSG00000238113	9	66457285	66469310
ENSG00000238121	13	30914407	30951282
ENSG00000238142	1	17215033	17216144
ENSG00000238164	1	2481359	2488470
ENSG00000238197	21	34100426	34115433
ENSG00000238227	9	139006427	139010731
ENSG00000238228	7	97576299	97577310
ENSG00000238266	10	6821560	6884868
ENSG00000238271	9	21455483	21456048
ENSG00000238273	2	105979495	105995296
ENSG00000238278	3	75464221	75471294
ENSG00000238279	1	153506079	153507591
ENSG00000238465	2	70139827	70139931
ENSG00000238837	3	182362002	182373668
ENSG00000239213	3	136560568	136580896
ENSG00000239246	17	60593682	60594128
ENSG00000239264	6	7881483	8026646
ENSG00000239268	3	117391001	117716439
ENSG00000239282	22	30681106	30685616
ENSG00000239305	2	86830516	86850989
ENSG00000239306	11	66384053	66394818
ENSG00000239382	19	36500022	36505141
ENSG00000239388	3	57302375	57326710
ENSG00000239467	2	171627623	171634658
ENSG00000239474	2	170366212	170382772
ENSG00000239521	7	99798276	99869837
ENSG00000239523	3	123304389	123363415
ENSG00000239556	7	44024593	44029806
ENSG00000239557	3	52407668	52408898
ENSG00000239559	11	67450243	67450529
ENSG00000239569	7	104653872	104654768
ENSG00000239653	3	63989698	63997824
ENSG00000239665	10	13652047	13710299
ENSG00000239672	17	49230897	49239789
ENSG00000239697	17	7452208	7464925
ENSG00000239704	17	15339332	15406922
ENSG00000239713	22	39436924	39483748
ENSG00000239779	2	74685456	74688018
ENSG00000239789	7	56019512	56024192
ENSG00000239857	7	916189	936073
ENSG00000239887	1	162336698	162356600
ENSG00000239900	22	40742507	40786467
ENSG00000239911	7	151574127	151576299
ENSG00000239961	19	54844456	54850421
ENSG00000239998	19	55084387	55099027
ENSG00000240005	4	26861428	26862221
ENSG00000240024	3	183165396	183173801
ENSG00000240036	11	27603227	27603602
ENSG00000240038	1	104096437	104122156
ENSG00000240040	2	89109984	89161075
ENSG00000240053	6	31637944	31641553
ENSG00000240063	3	182501024	182511182
ENSG00000240065	6	32811913	32827362
ENSG00000240087	12	68946775	68947662
ENSG00000240137	3	150421351	150437933
ENSG00000240184	5	140855580	140892542
ENSG00000240204	7	129142320	129152773
ENSG00000240207	3	158450052	158501859
ENSG00000240216	3	148947143	149009587
ENSG00000240219	1	204595903	204598840
ENSG00000240225	19	56879468	56891197
ENSG00000240230	7	938415	1015235
ENSG00000240291	10	18802044	18834580
ENSG00000240342	12	118683877	118684807
ENSG00000240344	2	201735630	201754026
ENSG00000240356	2	114368079	114384667
ENSG00000240370	12	6982553	6993905
ENSG00000240376	5	33162285	33162913
ENSG00000240401	2	55535628	55573185
ENSG00000240445	17	18574259	18576186
ENSG00000240449	7	150060866	150069679
ENSG00000240463	14	35037895	35038335
ENSG00000240489	3	155705093	155705965
ENSG00000240498	9	21994777	22121096
ENSG00000240509	8	94969566	94969919
ENSG00000240541	3	149095565	149104370
ENSG00000240583	7	30893010	30965131
ENSG00000240602	3	151488216	151502682
ENSG00000240665	3	75444339	75444471
ENSG00000240668	3	137820320	137821759
ENSG00000240682	3	128846258	128880136
ENSG00000240731	1	1252961	1254069
ENSG00000240849	20	48697663	48770335
ENSG00000240857	2	18735989	18741946
ENSG00000240859	7	149597	155465
ENSG00000240875	3	156465135	156534851
ENSG00000240898	17	3568514	3568996
ENSG00000240906	22	25047814	25048364
ENSG00000241014	1	35439957	35450914
ENSG00000241015	19	53935237	53947923
ENSG00000241043	9	32566787	32568619
ENSG00000241057	7	44001189	44012924
ENSG00000241058	10	18834490	18940551
ENSG00000241061	15	25154076	25154972
ENSG00000241106	6	32780540	32784825
ENSG00000241127	7	39605975	39649919
ENSG00000241163	3	72084451	72291716
ENSG00000241258	7	65579591	65619555
ENSG00000241269	7	5459458	5460398
ENSG00000241288	3	125546081	125607918
ENSG00000241313	3	149374807	149379151
ENSG00000241322	17	15468798	15522826
ENSG00000241343	X	100645812	100651105
ENSG00000241359	3	63409272	63535727
ENSG00000241370	6	30312908	30314661
ENSG00000241399	2	160625364	160654753
ENSG00000241468	7	99046098	99063954
ENSG00000241472	3	62246540	62355005
ENSG00000241484	22	45098355	45258665
ENSG00000241489	X	148564074	148615470
ENSG00000241506	3	68684856	68686175
ENSG00000241528	22	30770930	30773862
ENSG00000241553	3	9834179	9849410
ENSG00000241556	12	95861173	95861637
ENSG00000241627	3	148703655	148705455
ENSG00000241635	2	234526291	234681956
ENSG00000241685	7	98923521	98985787
ENSG00000241732	3	152557179	152559228
ENSG00000241741	4	113709239	113710034
ENSG00000241764	7	107383262	107385026
ENSG00000241769	X	148609130	148622504
ENSG00000241794	1	153028589	153030013
ENSG00000241837	21	35275757	35288284
ENSG00000241839	15	65134088	65160206
ENSG00000241852	8	22457114	22461663
ENSG00000241878	22	32014477	32058418
ENSG00000241935	10	99344080	99372559
ENSG00000241945	21	45527171	45551063
ENSG00000241973	22	21061979	21213705
ENSG00000241975	1	89294785	89295102
ENSG00000241990	22	46449585	46453090
ENSG00000242013	X	49644470	49647166
ENSG00000242028	15	44088340	44095241
ENSG00000242071	14	70352057	70352869
ENSG00000242086	3	195384933	195460422
ENSG00000242110	5	33986283	34008220
ENSG00000242114	22	30821518	30825045
ENSG00000242125	1	28832492	28837404
ENSG00000242136	2	9243569	9245243
ENSG00000242193	1	177975271	178007085
ENSG00000242247	22	43192508	43254112
ENSG00000242258	7	150130742	150145228
ENSG00000242259	22	19338891	19435755
ENSG00000242282	2	3579403	3584463
ENSG00000242294	7	99933702	99949523
ENSG00000242299	3	101295333	101295791
ENSG00000242338	10	75475601	75490227
ENSG00000242349	1	11901074	11908136
ENSG00000242372	20	33866714	33872788
ENSG00000242474	7	135853	149466
ENSG00000242485	1	1337288	1342693
ENSG00000242498	15	90443159	90456188
ENSG00000242515	2	234545100	234681951
ENSG00000242539	3	179114749	179116979
ENSG00000242550	18	61564408	61603345
ENSG00000242574	6	32902406	32908847
ENSG00000242588	7	128171752	128269512
ENSG00000242607	8	12427859	12428639
ENSG00000242612	16	451826	462487
ENSG00000242622	3	119813742	119855630
ENSG00000242687	7	98610788	98645863
ENSG00000242689	11	58390146	58393198
ENSG00000242732	X	71346958	71351758
ENSG00000242770	3	112521325	112531666
ENSG00000242779	19	53471504	53541151
ENSG00000242802	7	4815253	4833943
ENSG00000242808	3	180707558	181554668
ENSG00000242861	1	226028584	226034223
ENSG00000242866	15	43891596	44010458
ENSG00000242953	3	75444555	75444687
ENSG00000242960	3	72978195	72978744
ENSG00000243007	15	72671556	72672051
ENSG00000243056	5	139927251	139929163
ENSG00000243069	3	153742190	153839121
ENSG00000243071	12	77054185	77054664
ENSG00000243147	2	27994584	28210954
ENSG00000243156	22	18270415	18507325
ENSG00000243199	4	66439177	66440046
ENSG00000243232	5	140345820	140391936
ENSG00000243236	6	52804524	52822319
ENSG00000243244	2	48756522	48826025
ENSG00000243279	X	48928813	48931730
ENSG00000243302	7	128291239	128292388
ENSG00000243317	7	135347244	135378166
ENSG00000243335	7	66093868	66276446
ENSG00000243364	1	155036207	155042029
ENSG00000243444	9	112403068	112713755
ENSG00000243449	4	2043689	2045697
ENSG00000243452	1	148555979	148596267
ENSG00000243477	3	50333833	50336852
ENSG00000243517	12	31404926	31405531
ENSG00000243543	20	44162835	44168134
ENSG00000243547	3	96068398	96069783
ENSG00000243554	7	97598317	97601566
ENSG00000243566	7	76139745	76648340
ENSG00000243587	6	109487036	109592217
ENSG00000243627	21	35791013	35796264
ENSG00000243646	21	34638663	34669539
ENSG00000243649	6	31895475	31919861
ENSG00000243660	10	43932282	43991517
ENSG00000243667	2	68350068	68384692
ENSG00000243678	17	49230920	49249108
ENSG00000243679	7	128294023	128294776
ENSG00000243696	3	52847298	52869745
ENSG00000243701	3	106959539	107045811
ENSG00000243710	1	43637820	43720029
ENSG00000243716	16	22490442	22547842
ENSG00000243725	1	55181495	55208330
ENSG00000243742	11	61382508	61406921
ENSG00000243753	6	30227361	30260791
ENSG00000243811	22	39410368	39429281
ENSG00000243819	2	10830470	10832225
ENSG00000243829	19	50222755	50223338
ENSG00000243836	7	151106247	151110440
ENSG00000243896	7	143955700	143956815
ENSG00000243910	2	220117965	220136910
ENSG00000243926	3	156389651	156392167
ENSG00000243927	21	35445524	35515334
ENSG00000243943	2	27805897	27858041
ENSG00000243955	6	52656462	52668708
ENSG00000243970	1	39997510	40024379
ENSG00000243989	3	52009066	52023213
ENSG00000244005	20	34255977	34287281
ENSG00000244026	3	75470703	75484261
ENSG00000244038	1	20978270	20988000
ENSG00000244041	6	2988201	2991407
ENSG00000244045	17	26684604	26708716
ENSG00000244067	6	52614897	52628367
ENSG00000244094	1	153084590	153085991
ENSG00000244119	3	101431316	101432035
ENSG00000244137	1	230846444	230931238
ENSG00000244151	7	150771829	150773617
ENSG00000244165	19	10222214	10226048
ENSG00000244171	3	142895127	142897307
ENSG00000244187	9	139685807	139687709
ENSG00000244219	7	99195689	99208439
ENSG00000244242	11	1753640	1771821
ENSG00000244274	20	44034697	44039250
ENSG00000244280	2	233250460	233252167
ENSG00000244291	7	156431057	156433348
ENSG00000244313	11	46450163	46450700
ENSG00000244363	5	76878198	76879010
ENSG00000244398	11	16996240	16996560
ENSG00000244405	3	185764097	185828107
ENSG00000244459	4	1575789	1581980
ENSG00000244462	20	34236847	34252878
ENSG00000244479	7	143948357	144053274
ENSG00000244482	19	54720737	54746649
ENSG00000244486	22	20778874	20792146
ENSG00000244490	7	104941969	104942533
ENSG00000244509	22	39410088	39416357
ENSG00000244513	3	69063092	69105773
ENSG00000244515	3	156880452	156881721
ENSG00000244560	7	148982372	148994403
ENSG00000244567	2	208686014	208687493
ENSG00000244607	3	42734155	42814745
ENSG00000244617	2	70187226	70189397
ENSG00000244625	22	27068730	27176170
ENSG00000244627	22	38731767	38794934
ENSG00000244668	3	150437784	150438623
ENSG00000244682	1	161551129	161575452
ENSG00000244687	20	48697661	48732496
ENSG00000244699	3	75433210	75440961
ENSG00000244701	7	141352181	141356610
ENSG00000244716	1	109534878	109535489
ENSG00000244731	6	31949801	31970458
ENSG00000244734	11	5246694	5250625
ENSG00000244753	17	10763852	10764779
ENSG00000244754	13	33006554	33112970
ENSG00000244879	15	50647525	50659636
ENSG00000244932	3	129100141	129112992
ENSG00000244968	5	38556888	38671318
ENSG00000245017	12	98879322	98897633
ENSG00000245025	8	22842109	22876848
ENSG00000245060	5	180257957	180262726
ENSG00000245080	8	96079036	96085410
ENSG00000245080	8	96079036	96085410
ENSG00000245105	12	9217773	9220651
ENSG00000245146	5	139452442	139488215
ENSG00000245149	8	125474726	125486817
ENSG00000245213	4	174053079	174090803
ENSG00000245248	11	119252488	119397374
ENSG00000245281	8	17942377	17953903
ENSG00000245317	5	179286013	179288283
ENSG00000245466	14	71075515	71108015
ENSG00000245498	11	124670346	124704383
ENSG00000245526	5	87803363	87986858
ENSG00000245532	11	65190245	65213011
ENSG00000245552	11	94883703	94967268
ENSG00000245556	5	77638189	77656331
ENSG00000245571	11	58897606	58910488
ENSG00000245573	11	27528385	27719721
ENSG00000245614	12	31173697	31226781
ENSG00000245648	12	10516368	10551105
ENSG00000245680	19	37672481	37709055
ENSG00000245694	16	54952775	54963101
ENSG00000245849	15	40978922	40987305
ENSG00000245904	12	92539349	92583436
ENSG00000245910	8	67833919	67838633
ENSG00000245937	5	127276118	127418864
ENSG00000245958	4	120375946	120473180
ENSG00000245970	8	99053954	99056349
ENSG00000245975	15	59060271	59063173
ENSG00000246016	5	10479483	10482421
ENSG00000246022	3	125898908	125929012
ENSG00000246067	11	82783108	82817761
ENSG00000246082	3	131080742	131083966
ENSG00000246089	8	6261072	6264663
ENSG00000246090	4	100010008	100222513
ENSG00000246100	11	115624966	115631345
ENSG00000246174	11	77850817	77886369
ENSG00000246203	1	155584517	155630036
ENSG00000246223	14	98391947	98444461
ENSG00000246228	8	128302062	128494384
ENSG00000246263	8	103251622	103265561
ENSG00000246273	11	9779839	9832866
ENSG00000246334	5	176865504	176874700
ENSG00000246451	14	104148699	104150352
ENSG00000246523	11	86666661	86712001
ENSG00000246526	4	6689175	6692246
ENSG00000246560	4	103749212	103765232
ENSG00000246575	2	85542164	85543652
ENSG00000246582	8	23081984	23088439
ENSG00000246596	5	177046060	177099210
ENSG00000246640	17	48127713	48133103
ENSG00000246695	12	26092262	26112698
ENSG00000246705	12	14927270	14930936
ENSG00000246763	5	98105322	98109173
ENSG00000246777	16	66785655	66788643
ENSG00000246898	16	66442427	66446038
ENSG00000246922	15	65385338	65407535
ENSG00000246985	12	93936239	93965544
ENSG00000247077	12	133287405	133299228
ENSG00000247081	8	104169218	104311000
ENSG00000247092	14	95998634	96001209
ENSG00000247095	11	565660	568457
ENSG00000247121	5	96149731	96271513
ENSG00000247137	11	82895533	82904836
ENSG00000247157	12	11700964	11743303
ENSG00000247228	16	70190243	70207351
ENSG00000247240	15	74753606	74773643
ENSG00000247271	11	10879806	10928349
ENSG00000247287	14	61764882	61789536
ENSG00000247317	8	144063155	144099854
ENSG00000247373	12	124066767	124069662
ENSG00000247400	13	96300987	96329179
ENSG00000247498	12	13080660	13137579
ENSG00000247516	5	8450856	8463208
ENSG00000247556	15	41576188	41601901
ENSG00000247572	5	80499903	80597379
ENSG00000247595	11	18621334	18631802
ENSG00000247596	3	52262626	52273276
ENSG00000247626	2	198570087	198573113
ENSG00000247627	5	134262350	134263726
ENSG00000247679	5	177038254	177046755
ENSG00000247708	4	4543858	4712665
ENSG00000247735	16	29938157	29940254
ENSG00000247746	X	55511049	55515635
ENSG00000247774	12	47599681	47610239
ENSG00000247796	5	52405672	52410956
ENSG00000247809	15	96670598	96870590
ENSG00000247828	5	87564712	87732502
ENSG00000247903	12	27124519	27132515
ENSG00000247934	12	28316231	28343299
ENSG00000247950	4	110268631	110354973
ENSG00000247982	15	57592563	57599959
ENSG00000248008	12	120928131	120933743
ENSG00000248019	4	89630940	89651254
ENSG00000248049	4	68566998	68946670
ENSG00000248050	8	110656344	110660313
ENSG00000248092	5	43571696	43603332
ENSG00000248098	19	41884215	41930910
ENSG00000248099	19	17927321	17932383
ENSG00000248124	16	21807951	21831731
ENSG00000248144	4	100257649	100274184
ENSG00000248175	5	114539713	114541943
ENSG00000248243	3	129808276	129813147
ENSG00000248275	5	180688213	180699308
ENSG00000248280	4	120361716	120371312
ENSG00000248323	5	90598846	90610219
ENSG00000248333	1	1570603	1590473
ENSG00000248334	15	28982729	29002537
ENSG00000248383	5	140306302	140391929
ENSG00000248399	4	2465524	2465851
ENSG00000248474	5	73379893	73399041
ENSG00000248485	1	161228517	161255240
ENSG00000248487	3	52005442	52015212
ENSG00000248503	X	77166238	77220387
ENSG00000248508	15	40331512	40359491
ENSG00000248527	1	569076	569756
ENSG00000248569	5	79646840	79647775
ENSG00000248593	12	6993846	6994950
ENSG00000248663	5	116751205	116881993
ENSG00000248712	11	119060347	119067479
ENSG00000248727	5	55753622	55777773
ENSG00000248734	5	96120481	96121703
ENSG00000248771	4	165675216	165724947
ENSG00000248780	4	40788127	40788727
ENSG00000248835	1	54635333	54637997
ENSG00000248866	4	53525573	53527835
ENSG00000248905	15	33057747	33486897
ENSG00000248932	3	139108657	139302161
ENSG00000248996	5	176921996	176930648
ENSG00000249007	1	201980498	201984785
ENSG00000249042	5	79778112	79783882
ENSG00000249082	5	134374528	134375737
ENSG00000249087	1	23695490	23698332
ENSG00000249096	4	185286336	185303460
ENSG00000249115	19	36103646	36116251
ENSG00000249129	5	177398317	177399282
ENSG00000249241	4	40318502	40332436
ENSG00000249242	4	83404323	83483510
ENSG00000249249	5	114937754	114956356
ENSG00000249264	4	106405855	106407237
ENSG00000249267	12	126443234	126467920
ENSG00000249307	4	79892902	80229952
ENSG00000249348	4	39529639	39596327
ENSG00000249353	5	93018544	93019373
ENSG00000249395	8	76135639	76236976
ENSG00000249407	3	136677967	136701038
ENSG00000249428	4	2451700	2464668
ENSG00000249437	5	70264310	70320941
ENSG00000249459	17	18561742	18585575
ENSG00000249464	4	124571422	124851561
ENSG00000249471	19	58962971	58969200
ENSG00000249485	5	14797234	14798509
ENSG00000249565	4	79102020	79103200
ENSG00000249572	5	33424131	33440725
ENSG00000249592	4	756175	775637
ENSG00000249610	5	121490191	121491710
ENSG00000249621	5	121656986	121659053
ENSG00000249626	3	197361186	197362682
ENSG00000249631	4	11627338	11815582
ENSG00000249637	5	139750476	139780952
ENSG00000249673	4	2936626	2963465
ENSG00000249684	5	177377336	177390961
ENSG00000249700	4	56230138	56262014
ENSG00000249715	2	97308474	97370624
ENSG00000249790	12	8940853	8948385
ENSG00000249816	8	125860979	125966570
ENSG00000249846	3	129831393	129839422
ENSG00000249855	5	43495175	43496556
ENSG00000249859	8	128806779	129113499
ENSG00000249863	4	37869913	37871599
ENSG00000249868	8	255306	281026
ENSG00000249915	5	271736	353971
ENSG00000249936	4	46725793	46726625
ENSG00000249992	3	45265958	45267770
ENSG00000250067	19	19627036	19648390
ENSG00000250091	12	124410971	124419531
ENSG00000250131	4	178366133	178598280
ENSG00000250132	12	1083299	1100356
ENSG00000250138	5	68927790	68932312
ENSG00000250159	5	137150022	137225025
ENSG00000250182	5	14652047	14653438
ENSG00000250251	16	15219099	15248421
ENSG00000250286	17	48614655	48616115
ENSG00000250295	8	74209946	74268696
ENSG00000250303	11	112141472	112233257
ENSG00000250305	8	12803151	12889012
ENSG00000250312	4	124386	157779
ENSG00000250317	4	25863452	25931435
ENSG00000250318	22	31049864	31050801
ENSG00000250320	5	83680245	83786583
ENSG00000250327	4	187079050	187079997
ENSG00000250328	5	121772192	121814782
ENSG00000250397	11	856880	859795
ENSG00000250404	11	3837982	3843130
ENSG00000250413	4	10008106	10011349
ENSG00000250420	5	178191862	178245436
ENSG00000250461	5	60670939	60671682
ENSG00000250462	17	28956698	28964482
ENSG00000250471	4	8176148	8176726
ENSG00000250479	22	24108021	24110630
ENSG00000250506	17	73996987	74002080
ENSG00000250508	11	68638132	68642010
ENSG00000250510	12	6930711	6939136
ENSG00000250539	5	122736616	122738038
ENSG00000250565	2	46717889	46769696
ENSG00000250571	8	144349603	144359101
ENSG00000250602	5	125769197	125826063
ENSG00000250608	3	131043936	131100319
ENSG00000250616	16	30107751	30115437
ENSG00000250643	3	129672948	129688137
ENSG00000250682	5	101944860	102007263
ENSG00000250722	5	42799982	42887494
ENSG00000250786	5	9546312	9550721
ENSG00000250821	4	56686169	56703548
ENSG00000250878	13	103532449	103548383
ENSG00000250899	12	3150603	3154116
ENSG00000250903	6	2245982	2482256
ENSG00000250959	10	75490320	75497069
ENSG00000250988	15	83419316	83425958
ENSG00000251000	5	95170128	95170750
ENSG00000251022	4	83814162	83822113
ENSG00000251023	5	93196375	93199531
ENSG00000251034	8	22398358	22402918
ENSG00000251076	5	111563980	111593006
ENSG00000251136	8	90621638	90769955
ENSG00000251152	4	11470874	11479820
ENSG00000251169	5	133842243	133844920
ENSG00000251177	4	70438109	70451245
ENSG00000251180	GL000242.1	12836	34543
ENSG00000251191	8	29531438	29605625
ENSG00000251192	X	46357162	46404892
ENSG00000251247	19	37341263	37403931
ENSG00000251259	4	106058437	106061776
ENSG00000251287	3	129800674	129832070
ENSG00000251307	5	54529762	54591029
ENSG00000251322	22	51112843	51171726
ENSG00000251333	4	146296695	146297405
ENSG00000251364	11	7448497	7533746
ENSG00000251369	19	58046625	58071231
ENSG00000251381	11	12984057	13011095
ENSG00000251396	8	61297147	61429354
ENSG00000251411	4	87834419	87835970
ENSG00000251417	16	28814097	28829149
ENSG00000251432	4	129213906	129440549
ENSG00000251434	4	31351906	31353347
ENSG00000251442	4	79567057	79603853
ENSG00000251468	8	12815896	12819709
ENSG00000251474	3	129101765	129118498
ENSG00000251495	5	81305421	81305913
ENSG00000251537	17	15474805	15554967
ENSG00000251562	11	65265233	65273940
ENSG00000251576	3	14389951	14394068
ENSG00000251580	4	6672452	6675557
ENSG00000251595	4	419224	467918
ENSG00000251602	14	105883221	105886076
ENSG00000251603	4	152588376	152591654
ENSG00000251615	4	8356817	8360065
ENSG00000251637	11	67653948	67673821
ENSG00000251661	11	318640	325631
ENSG00000251669	4	3943487	3957146
ENSG00000251675	5	79424184	79439706
ENSG00000251867	8	81396796	81397854
ENSG00000252061	15	79191182	79191278
ENSG00000252645	15	90440808	90440869
ENSG00000253106	8	125500751	125503884
ENSG00000253161	8	37278859	37411701
ENSG00000253196	8	143844534	143847845
ENSG00000253200	8	22471421	22474170
ENSG00000253210	8	142136143	142140060
ENSG00000253251	5	64920592	64926718
ENSG00000253276	7	106297211	106301442
ENSG00000253302	8	74332239	74353761
ENSG00000253304	1	29445940	29450447
ENSG00000253305	5	140787770	140892546
ENSG00000253309	13	51909909	51938871
ENSG00000253313	1	43747554	43751288
ENSG00000253320	8	103876528	103990104
ENSG00000253330	8	48423596	48424703
ENSG00000253339	8	74271148	74275023
ENSG00000253341	8	75515479	75516479
ENSG00000253348	5	170174051	170215654
ENSG00000253352	22	31366663	31375381
ENSG00000253368	1	27320198	27327389
ENSG00000253396	8	41292817	41297938
ENSG00000253408	8	42091193	42128715
ENSG00000253414	8	37373928	37374539
ENSG00000253417	5	160358785	160365633
ENSG00000253474	8	50081098	50141484
ENSG00000253522	5	159895275	159914433
ENSG00000253525	8	92169513	92170976
ENSG00000253540	3	129817935	129830315
ENSG00000253570	8	38458179	38458718
ENSG00000253582	8	107532702	107669776
ENSG00000253598	8	82605842	82608409
ENSG00000253616	8	22928890	22932001
ENSG00000253626	10	81272357	81276188
ENSG00000253669	8	103817745	103822199
ENSG00000253671	8	17666450	17678377
ENSG00000253676	8	107709655	107710241
ENSG00000253683	5	172083525	172083716
ENSG00000253710	13	52586534	52603800
ENSG00000253716	8	144362331	144363860
ENSG00000253719	12	74931551	74935223
ENSG00000253729	8	48685669	48872743
ENSG00000253731	5	140753651	140892546
ENSG00000253738	8	92072137	92082417
ENSG00000253741	8	143783670	143808391
ENSG00000253785	5	172402514	172403377
ENSG00000253797	13	52598827	52607736
ENSG00000253838	8	39771748	39773240
ENSG00000253846	5	140792743	140892546
ENSG00000253873	5	140800762	140891835
ENSG00000253878	8	95962265	95963624
ENSG00000253910	5	140739703	140892546
ENSG00000253930	8	23046792	23048188
ENSG00000253948	8	100008991	100025272
ENSG00000253954	15	93254977	93256105
ENSG00000253958	8	8559448	8561616
ENSG00000253982	8	1710156	1712668
ENSG00000254004	19	37001597	37019562
ENSG00000254024	8	102473405	102504727
ENSG00000254027	8	82192106	82193681
ENSG00000254087	8	56792372	56923940
ENSG00000254093	8	10622473	10697394
ENSG00000254109	8	30239635	30242917
ENSG00000254122	5	140797427	140892546
ENSG00000254126	2	107103824	107123396
ENSG00000254153	8	8314419	8318847
ENSG00000254184	7	72023729	72298777
ENSG00000254198	8	42981138	42981540
ENSG00000254206	16	29392675	29415350
ENSG00000254231	8	87345503	87355543
ENSG00000254271	10	62494100	62501586
ENSG00000254285	8	62490779	62492230
ENSG00000254286	8	127570120	127725660
ENSG00000254343	8	121064419	121068440
ENSG00000254353	5	70328995	70330227
ENSG00000254363	5	139536904	139552636
ENSG00000254389	8	144448801	144450718
ENSG00000254415	19	52145806	52150054
ENSG00000254429	11	74971171	74972069
ENSG00000254454	11	62138618	62140640
ENSG00000254469	11	71576555	71639700
ENSG00000254470	11	65543364	65548273
ENSG00000254473	9	86322509	86328293
ENSG00000254505	14	24678789	24683075
ENSG00000254521	19	51994611	52005043
ENSG00000254531	4	102268937	102270040
ENSG00000254560	11	27068733	27241660
ENSG00000254595	11	6509416	6510607
ENSG00000254598	11	11373489	11374904
ENSG00000254608	8	55561553	55782463
ENSG00000254609	16	14821139	14827204
ENSG00000254610	11	67702034	67707245
ENSG00000254612	11	127810808	127811549
ENSG00000254614	11	64945077	64949305
ENSG00000254615	8	107282372	107285127
ENSG00000254635	10	28811581	28821672
ENSG00000254667	11	123301058	123306427
ENSG00000254681	16	18458147	18495797
ENSG00000254682	11	71159720	71163203
ENSG00000254685	1	74663896	74699770
ENSG00000254690	8	145538253	145538801
ENSG00000254719	11	10293599	10293806
ENSG00000254726	1	156041804	156051789
ENSG00000254799	11	59030862	59031275
ENSG00000254815	11	557595	560107
ENSG00000254827	11	2909010	2924970
ENSG00000254837	11	74204411	74209578
ENSG00000254838	11	6734767	6767670
ENSG00000254858	19	18303992	18307758
ENSG00000254860	11	8986222	8999074
ENSG00000254872	11	1049880	1055284
ENSG00000254893	5	75465911	75470171
ENSG00000254901	19	19287712	19303400
ENSG00000254910	11	310139	311141
ENSG00000254948	8	11777409	11778318
ENSG00000254967	11	125820011	125826214
ENSG00000254973	8	144840323	144853992
ENSG00000254986	11	66247484	66277130
ENSG00000254988	11	76666461	76689663
ENSG00000254995	20	57226490	57290466
ENSG00000254996	5	139781493	139929154
ENSG00000254999	3	10157276	10168874
ENSG00000255007	11	46277906	46296098
ENSG00000255031	11	67818207	67821229
ENSG00000255062	11	126164193	126174213
ENSG00000255100	11	76493625	76494106
ENSG00000255103	1	39876151	39882154
ENSG00000255112	18	11851395	11854448
ENSG00000255121	11	118865534	118868714
ENSG00000255122	8	12437796	12438572
ENSG00000255135	11	76152382	76155700
ENSG00000255139	11	59383902	59407334
ENSG00000255145	9	102648608	102668883
ENSG00000255150	12	104697517	104698980
ENSG00000255153	11	1330999	1331937
ENSG00000255197	11	47404699	47430741
ENSG00000255198	16	2014960	2015510
ENSG00000255200	11	64941588	64943941
ENSG00000255224	8	145132905	145134168
ENSG00000255248	11	121899063	121987031
ENSG00000255274	11	117886487	117957508
ENSG00000255277	16	14914649	14918563
ENSG00000255282	11	102617699	102707497
ENSG00000255284	11	777578	784297
ENSG00000255302	15	49170083	49172380
ENSG00000255303	11	57633770	57634751
ENSG00000255306	11	67792277	67797928
ENSG00000255320	11	66012311	66013710
ENSG00000255346	15	69222864	69355083
ENSG00000255398	12	123199303	123201439
ENSG00000255423	3	73110810	73112488
ENSG00000255446	11	62189317	62194196
ENSG00000255455	11	130736149	130740142
ENSG00000255468	11	66115421	66132275
ENSG00000255508	11	62327075	62359003
ENSG00000255517	11	66240961	66247704
ENSG00000255529	15	57884231	58074960
ENSG00000255561	11	111744780	111751967
ENSG00000255568	21	40685887	40686886
ENSG00000255571	15	89904810	89939471
ENSG00000255642	12	64215801	64217675
ENSG00000255650	12	110171971	110211313
ENSG00000255717	11	62619460	62623386
ENSG00000255735	2	241390181	241391848
ENSG00000255737	12	58120054	58122139
ENSG00000255748	12	133787246	133787772
ENSG00000255774	11	69291901	69294708
ENSG00000255833	5	134779908	134788089
ENSG00000255857	12	120639094	120650941
ENSG00000255974	19	41349443	41356352
ENSG00000256039	12	10705962	10710648
ENSG00000256043	4	156845270	156875069
ENSG00000256053	14	104029299	104073860
ENSG00000256060	19	57874879	57876721
ENSG00000256061	15	55702723	55800432
ENSG00000256073	21	33765439	33766254
ENSG00000256087	19	52534632	52598991
ENSG00000256092	12	123848415	123850660
ENSG00000256223	12	133707161	133736051
ENSG00000256229	19	20278037	20311299
ENSG00000256262	12	109490155	109491757
ENSG00000256269	11	118955576	118964259
ENSG00000256294	19	44616334	44637027
ENSG00000256321	12	23252302	23344521
ENSG00000256338	15	28560798	28561102
ENSG00000256340	16	18582484	18609650
ENSG00000256383	19	35166998	35168486
ENSG00000256393	12	93477374	93477451
ENSG00000256417	12	5399646	5492819
ENSG00000256525	17	62473902	62493154
ENSG00000256576	12	132671287	132674240
ENSG00000256594	12	9787188	9811008
